Jul 17 01:04:11.679: vmx| Log for VMware Player pid=9568 version=e.x.p build=build-99530 option=BETA
Jul 17 01:04:11.858: vmx| DICT               displayName = TOS
Jul 17 01:04:11.858: vmx| DICT                   guestOS = dos
Jul 17 01:04:11.858: vmx| DICT                     nvram = TOS.nvram
Jul 17 01:04:11.858: vmx| DICT virtualHW.productCompatibility = hosted
Jul 17 01:04:11.858: vmx| DICT     ft.secondary0.enabled = TRUE
Jul 17 01:04:11.858: vmx| DICT      tools.upgrade.policy = useGlobal
Jul 17 01:04:11.858: vmx| DICT        extendedConfigFile = TOS.vmxf
Jul 17 01:04:11.858: vmx| DICT             uuid.location = 56 4d a9 24 8d 91 fd 5d-8c 3b 56 3e cb 1d ff 72
Jul 17 01:04:11.858: vmx| DICT                 uuid.bios = 56 4d a9 24 8d 91 fd 5d-8c 3b 56 3e cb 1d ff 72
Jul 17 01:04:11.858: vmx| DICT               ide0:0.redo = 
Jul 17 01:04:11.858: vmx| DICT  vmotion.checkpointFBSize = 16711680
Jul 17 01:04:11.858: vmx| DICT  pciBridge0.pciSlotNumber = 17
Jul 17 01:04:11.858: vmx| DICT       scsi0.pciSlotNumber = 16
Jul 17 01:04:11.858: vmx| DICT       sound.pciSlotNumber = 32
Jul 17 01:04:11.858: vmx| DICT       vmci0.pciSlotNumber = 33
Jul 17 01:04:11.858: vmx| DICT                  vmci0.id = 1429756908
Jul 17 01:04:11.858: vmx| DICT      sound.startConnected = FALSE
Jul 17 01:04:11.858: vmx| DICT          floppy0.fileType = file
Jul 17 01:04:11.858: vmx| DICT      floppy0.clientDevice = FALSE
Jul 17 01:04:11.858: vmx| DICT            tools.syncTime = FALSE
Jul 17 01:04:11.858: vmx| DICT    debugStub.linuxOffsets = 0x0,0xffffffff,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Jul 17 01:04:11.859: vmx| DICT        checkpoint.vmState = TOS.vmss
Jul 17 01:04:11.859: vmx| DICT     ide1:0.startConnected = FALSE
Jul 17 01:04:11.859: vmx| DICT --- USER DEFAULTS
Jul 17 01:04:11.859: vmx| DICT --- HOST DEFAULTS
Jul 17 01:04:11.859: vmx| DICT guest.commands.enabledonhost = TRUE
Jul 17 01:04:11.859: vmx| DICT    vmnet1.hostonlyaddress = 192.168.227.1
Jul 17 01:04:11.859: vmx| DICT         authd.client.port = 902
Jul 17 01:04:11.859: vmx| DICT           authd.proxy.nfc = vmware-hostd:ha-nfc
Jul 17 01:04:11.859: vmx| DICT             loop.fullpath = /usr/bin/vmware-loop
Jul 17 01:04:11.859: vmx| DICT guest.commands.anonguestpasswordonhost = 
Jul 17 01:04:11.859: vmx| DICT       product.buildnumber = 99530
Jul 17 01:04:11.859: vmx| DICT    vmnet1.hostonlynetmask = 255.255.255.0
Jul 17 01:04:11.859: vmx| DICT           authd.proxy.vim = vmware-hostd:hostd-vmdb
Jul 17 01:04:11.859: vmx| DICT                    bindir = /usr/bin
Jul 17 01:04:11.859: vmx| DICT            dhcpd.fullpath = /usr/bin/vmnet-dhcpd
Jul 17 01:04:11.859: vmx| DICT guest.commands.anonguestusernameonhost = 
Jul 17 01:04:11.859: vmx| DICT          control.fullpath = /usr/bin/vmware-cmd
Jul 17 01:04:11.859: vmx| DICT           product.version = e.x.p
Jul 17 01:04:11.859: vmx| DICT            authd.fullpath = /usr/sbin/vmware-authd
Jul 17 01:04:11.859: vmx| DICT guest.commands.allowanonrootguestcommandsonhost = FALSE
Jul 17 01:04:11.859: vmx| DICT           vmware.fullpath = /usr/bin/vmware
Jul 17 01:04:11.859: vmx| DICT                    libdir = /usr/lib/vmware
Jul 17 01:04:11.859: vmx| DICT guest.commands.allowanonguestcommandsonhost = FALSE
Jul 17 01:04:11.859: vmx| DICT                     vmdir = /media/sda6/Vmware
Jul 17 01:04:11.859: vmx| DICT          authd.soapserver = TRUE
Jul 17 01:04:11.859: vmx| DICT              product.name = VMware Server
Jul 17 01:04:11.859: vmx| DICT                vix.libdir = /usr/lib/vmware-vix
Jul 17 01:04:11.859: vmx| DICT                NETWORKING = yes
Jul 17 01:04:11.859: vmx| DICT            VMBLOCK_CONFED = yes
Jul 17 01:04:11.859: vmx| DICT           gksu.rootMethod = su
Jul 17 01:04:11.859: vmx| DICT               VMCI_CONFED = yes
Jul 17 01:04:11.859: vmx| DICT              VSOCK_CONFED = yes
Jul 17 01:04:11.859: vmx| DICT             initscriptdir = /etc/init.d
Jul 17 01:04:11.859: vmx| DICT --- SITE DEFAULTS
Jul 17 01:04:11.859: vmx| DICT                  tag.help = introduction.htm
Jul 17 01:04:11.859: vmx| DICT   tag.configurationEditor = config_editor_newvm.htm
Jul 17 01:04:11.859: vmx| DICT             tag.ideConfig = devices_virtualdrive.htm
Jul 17 01:04:11.859: vmx| DICT          tag.floppyConfig = devices_floppy.htm
Jul 17 01:04:11.859: vmx| DICT           tag.mouseConfig = devices_mouse.htm
Jul 17 01:04:11.859: vmx| DICT             tag.netConfig = devices_netadapter.htm
Jul 17 01:04:11.859: vmx| DICT        tag.parallelConfig = devices_parallel.htm
Jul 17 01:04:11.859: vmx| DICT          tag.serialConfig = devices_serial.htm
Jul 17 01:04:11.859: vmx| DICT           tag.soundConfig = devices_sound.htm
Jul 17 01:04:11.859: vmx| DICT             tag.memConfig = configvm_memory.htm
Jul 17 01:04:11.859: vmx| DICT            tag.miscConfig = configvm.htm
Jul 17 01:04:11.859: vmx| DICT             tag.usbConfig = devices_usb.htm
Jul 17 01:04:11.859: vmx| DICT         tag.displayConfig = configvm_display-problems.htm
Jul 17 01:04:11.859: vmx| DICT                 tag.tools = vmtools.htm
Jul 17 01:04:11.859: vmx| DICT --- GLOBAL SETTINGS
Jul 17 01:04:11.860: vmx| DUMPER: restoring checkpoint version 8
Jul 17 01:04:11.860: vmx| Checkpointed in VMware Workstation, e.x.p build-99530, build-99530, Linux Host
Jul 17 01:04:11.860: vmx| Resuming virtual machine from /media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmss with 16 MB of memory.
Jul 17 01:04:11.861: vmx| PMC: IA32, CORE 2 [c:0 f:1 e:1]
Jul 17 01:04:11.861: vmx| hostCpuFeatures = 0x404001fc
Jul 17 01:04:11.861: vmx| hostNumPerfCounters = 2
Jul 17 01:04:11.861: vmx| MONITOR MODE: allowed modes          : BT
Jul 17 01:04:11.861: vmx| MONITOR MODE: user requested modes   : BT HV HWMMU
Jul 17 01:04:11.861: vmx| MONITOR MODE: guestOS preferred modes: BT HWMMU HV
Jul 17 01:04:11.861: vmx| MONITOR MODE: filtered list          : BT
Jul 17 01:04:11.861: vmx| HV Settings: virtual exec = 'software' (hv32=0); virtual mmu = 'software'
Jul 17 01:04:11.950: vmx| Msg_Hint: msg.loader.debug.beta (sent)
Jul 17 01:04:11.950: vmx| You are running VMware Player with the DEBUG option.  Please be advised that the additional logging and error checking enabled by this option result in substantially slower execution.
Jul 17 01:04:11.950: vmx| This option cannot be disabled on this build of VMware Player.
Jul 17 01:04:11.950: vmx| ---------------------------------------
Jul 17 01:04:12.076: vmx| Host: Disabling thread priority boosting to work around Linux SMP bug.
Jul 17 01:04:12.077: vmx| WSSCAN: reserved mem (in MB) min=32 max=1952 recommended=1952
Jul 17 01:04:12.077: vmx| WSSCAN: used rec mem (in MB) 1952
Jul 17 01:04:12.077: vmx| PSHARE: deactivated
Jul 17 01:04:12.077: vmx| WSSCAN: Overhead 9262 paged 17087 nonpaged 4080 maxFBSize
Jul 17 01:04:12.077: vmx| WSSCAN 1 0 450490 458682 499712 -1 50 0
Jul 17 01:04:12.077: vmx| MX: init lock: rank(userlevelLock)=100
Jul 17 01:04:12.077: vmx| MX: init lock: rank(bigDeviceLock)=110
Jul 17 01:04:12.077: vmx| MX: init lock: rank(monAct)=65534
Jul 17 01:04:12.077: vmx| MX: init lock: rank(monAct)=65534
Jul 17 01:04:12.077: vmx| MX: init lock: rank(monAct)=65534
Jul 17 01:04:12.077: vmx| MX: init lock: rank(monAct)=65534
Jul 17 01:04:12.077: vmx| MX: init lock: rank(monAct)=65534
Jul 17 01:04:12.077: vmx| MX: init lock: rank(monAct)=65534
Jul 17 01:04:12.077: vmx| MX: init lock: rank(monAct)=65534
Jul 17 01:04:12.077: vmx| MX: init lock: rank(monAct)=65534
Jul 17 01:04:12.077: vmx| MX: init lock: rank(stTable)=99
Jul 17 01:04:12.077: vmx| OvhdMem: Sources of overhead
Jul 17 01:04:12.077: vmx| OvhdMem Source           SharedArea:     59 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source          BusMemFrame:    901 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source          ReplayCheck:   4096 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source   TraceBitmapMainMem:      1 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source   BusMem2MRegionInfo:      1 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source           KSTATS_vmm:      0 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source            STATS_vmm:      2 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source        KSTATS_device:      0 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source         STATS_device:      1 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source       KSTATS_migrate:      0 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source        CallStackProf:      0 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source           VProbeVars:     64 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source             VProbeTC:     16 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source          DFStackvcpu:      1 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source            DFCR3vcpu:      3 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source          DFCR3PTvcpu:      1 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source DFCR3PageDirForSwitchPg:      1 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source            VIDE_KSEG:     16 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source                  VGA:     64 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source            PShareMPN:      1 reserved,    0x1 flags
Jul 17 01:04:12.077: vmx| OvhdMem Source              VMXNET3:      0 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source        BusMemVMCIMPN:      1 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source            LocalApic:      1 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source             BusError:      1 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source                VBIOS:      8 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source               VMXNET:    160 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source              LSIBIOS:     16 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source          SAS1068BIOS:     16 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source                SBIOS:     16 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source               VLANCE:    160 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source             FlashRam:    128 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source          SHPC_MemReg:      2 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source               SVGAFB:   4080 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source              SVGAMEM:    512 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source         EHCIRegister:      1 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source                debug:      2 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source              MainMem:   4096 reserved,    0x8 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source              VMIBIOS:      4 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source              VMIData:      2 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source             umbralDT:     21 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source          HVMSRBitmap:      2 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source    StateLoggerLogBuf:    512 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source    DebugStubSSEvents:      1 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source   DebugStubBWPEvents:      1 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source                 PCIP:     36 reserved,    0x4 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source        PhysMemLookup:      1 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem: Sources of vmm32 overhead
Jul 17 01:04:12.078: vmx| OvhdMem Source             MonWired:     31 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source               MonLow:      3 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source        MonitorNuma32:    393 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source       MonitorOther32:     60 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source            Mon32Anon:   5842 reserved,    0x2 flags
Jul 17 01:04:12.078: vmx| OvhdMem: Sources of vmm64 overhead
Jul 17 01:04:12.078: vmx| OvhdMem Source           Mon64Wired:     72 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source             Mon64Low:      1 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source        MonitorNuma64:    405 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source       MonitorOther64:     40 reserved,    0x1 flags
Jul 17 01:04:12.078: vmx| OvhdMem Source            Mon64Anon:   4494 reserved,    0x2 flags
Jul 17 01:04:12.078: vmx| MX: init lock: rank(log)=0
Jul 17 01:04:12.078: vmx| LICENSE: Running in restricted mode
Jul 17 01:04:12.117: vmx| BusMem: Allocing region BusError (slot 0) flags 0x890 numPages 1
Jul 17 01:04:12.117: vmx| BusMem: Alloc'ing frames for region BusError (slot 0) with 1 pages, size 4096 and 1 frame mapping entries 
Jul 17 01:04:12.137: vmx| LOG failed to remove stats/stats32-2 failed: No such file or directory
Jul 17 01:04:12.138: vmx| LOG failed to remove stats/stats64-2 failed: No such file or directory
Jul 17 01:04:12.138: vmx| LOG failed to remove stats32-2 failed: No such file or directory
Jul 17 01:04:12.138: vmx| LOG failed to remove stats64-2 failed: No such file or directory
Jul 17 01:04:12.138: vmx| APIC: Host Local APIC at 0xfee00000
Jul 17 01:04:12.138: vmx| Monitor_PowerOn: HostedVSMP skew tracking is disabled
Jul 17 01:04:12.138: vmx| Monitor_PowerOn: HostedVSMP crosscall yielding is disabled
Jul 17 01:04:12.139: vmx| vmm32-modules: [vmm.vmm32 .data:0x2b000-0x7c8 .sdata:0x2c000-0x4e4 .statvars:0x2d000-0x3a0 .peer:0x2e000-0x26ab8 .shared:0x57000-0x16d00 .bss:0x6f000-0xa888 .rodata:0x7a000-0xe560 .text:0x8b000-0xa3745 .kstatvars:0x3000-0x0, mmu-pae.vmm32 .rodata:0x88560-0x3d4 .data:0x2b7c8-0x1c .peer:0x54ab8-0x16c4 .shared:0x6dd00-0x2b8 .bss:0x798a0-0x609 .text:0x12e750-0x1899c .comment:0x40000d26-0x10e .statvars:0x2000-0x0 .kstatvars:0x2000-0x0 .scb:0x40003a80-0x180 .shared_meta:0x40003f60-0x3c0 .peer_meta:0x40001200-0x240, sharedmmu-none.vmm32 .text:0x1470ec-0x74 .comment:0x40000e34-0x12, pv-none.vmm32 .shared:0x6dfb8-0x168 .bss:0x79ec0-0x84 .text:0x147160-0x1c6 .comment:0x40000e46-0x48 .shared_meta:0x40004320-0x90, vprobe-none.vmm32 .text:0x147328-0xd5 .comment:0x40000e8e-0x12, hv-none.vmm32 .text:0x147400-0x51 .comment:0x40000ea0-0x12, gphys-sw.vmm32 .rodata:0x88934-0x4b9 .data:0x2b7e4-0x4 .peer:0x5617c-0x8 .shared:0x6e120-0x118 .bss:0x79f44-0x10 .text:0x147460-0x24ea .comment:0x40000eb2-0x12 .statvars:0x2000-0x0 .kstatvars:0x2000-0x0 .scb:0x40003c00-0x60 .shared_meta:0x400043b0-0x2a0 .peer_meta:0x40001440-0x60, vassert-none.vmm32 .text:0x14994c-0x1f .comment:0x40000ec4-0x12, vmsafe-none.vmm32 .text:0x14996c-0x1d .comment:0x40000ed6-0x12, buslogic-buslogic.vmm32 .shared:0x6e238-0x8 .bss:0x1000-0x0 .text:0x149990-0x154 .comment:0x40000ee8-0x12 .scb:0x40003c60-0x60 .shared_meta:0x40004650-0x60, {SharedAreaReservations} .shared:0x6e240-0x48, <MonSrcFile> .rodata:0x88ded-0x1c5c]
Jul 17 01:04:12.145: vmx| KHZEstimate 1995019
Jul 17 01:04:12.145: vmx| MHZEstimate 1995
Jul 17 01:04:12.145: vmx| NumVCPUs 1
Jul 17 01:04:12.146: vmx| MX: init lock: rank(iospaceLock)=120
Jul 17 01:04:12.146: vmx| PShare: enabled 0, scanRate 0, checkRate 16
Jul 17 01:04:12.146: vmx| UUID: SMBIOS UUID is reported as '00 00 00 00 00 00 00 00-00 00 00 18 37 01 a9 78'.
Jul 17 01:04:12.146: vmx| UUID: location-UUID is 56 4d bd 3b bb f8 3a 03-eb db fe 69 bd 20 1e cc
Jul 17 01:04:12.146: vmx| UUID: location-UUID is 56 4d bd 3b bb f8 3a 03-eb db fe 69 bd 20 1e cc
Jul 17 01:04:12.146: vmx| UUID: location-UUID is 56 4d bd 3b bb f8 3a 03-eb db fe 69 bd 20 1e cc
Jul 17 01:04:12.146: vmx| UUID: location-UUID is 56 4d bd 3b bb f8 3a 03-eb db fe 69 bd 20 1e cc
Jul 17 01:04:12.146: vmx| Msg_Question:
Jul 17 01:04:12.146: vmx| [msg.uuid.altered] This virtual machine may have been moved or copied.
Jul 17 01:04:12.146: vmx| 
Jul 17 01:04:12.146: vmx| In order to configure certain management and networking features VMware Workstation needs to know which.
Jul 17 01:04:12.146: vmx| 
Jul 17 01:04:12.146: vmx| Did you move this virtual machine, or did you copy it?
Jul 17 01:04:12.146: vmx| If you don't know, answer "I copied it".
Jul 17 01:04:12.146: vmx| 
Jul 17 01:04:12.146: vmx| ----------------------------------------
Jul 17 01:04:13.227: vmx| Msg_Question: msg.uuid.altered reply=2
Jul 17 01:04:13.227: vmx| UUID: Writing uuid.bios value: '56 4d bd 3b bb f8 3a 03-eb db fe 69 bd 20 1e cc'
Jul 17 01:04:13.227: vmx| UUID: Writing uuid.location value: '56 4d bd 3b bb f8 3a 03-eb db fe 69 bd 20 1e cc'
Jul 17 01:04:13.228: vmx| MX: init lock: rank(WorkerLock)=65534
Jul 17 01:04:13.228: vmx| MX: init condvar: WorkerPending
Jul 17 01:04:13.228: vmx| MX: init condvar: WorkerCompleted
Jul 17 01:04:13.228: vmx| AIOGNRC: numThreads=4 ide=1, scsi=0, passthru=1
Jul 17 01:04:13.228: vmx| WORKER: Creating new group with numThreads=4 (4)
Jul 17 01:04:13.228: vmx| Replay State = 0
Jul 17 01:04:13.228: vmx| minDEThreshold: 70
Jul 17 01:04:13.229: vmx| MM: Using partialmap, 4096 pages AC 1 CE 1 TM 1 DOHU 0
Jul 17 01:04:13.229: vmx| MX: init condvar: MMCpt
Jul 17 01:04:13.229: vmx| MX: init lock: rank(MMCpt)=65532
Jul 17 01:04:13.229: vmx| MMCHK: Disabling checks which are not forced, cannot do checks on certain processors.
Jul 17 01:04:13.229: vmx| MStat: Creating Stat vm.uptime
Jul 17 01:04:13.229: vmx| MStat: Creating Stat vm.suspendTime
Jul 17 01:04:13.229: vmx| MStat: Creating Stat vm.powerOnTimeStamp
Jul 17 01:04:13.229: vmx| VMXAIOMGR: Using: simple=Generic unbuf=Generic
Jul 17 01:04:13.230: vmx| MX: init lock: rank(intrLock)=65531
Jul 17 01:04:13.230: vmx| BusMem: Allocing region LocalApic (slot 2) flags 0x1230 numPages 1
Jul 17 01:04:13.230: vmx| BusMem: Alloc'ing frames for region LocalApic (slot 2) with 1 pages, size 4096 and 1 frame mapping entries 
Jul 17 01:04:13.243: vmx| VMXVmdb_LoadRawConfig: Loading raw config
Jul 17 01:04:13.248: vmx| DISK: OPEN ide0:0 '/media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmdk' persistent R[]
Jul 17 01:04:13.253: vmx| DISKLIB-DSCPTR: Opened [0]: "TOS.vmdk" (0xa)
Jul 17 01:04:13.253: vmx| DISKLIB-LINK  : Opened '/media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmdk' (0xa): monolithicSparse, 208896 sectors / 102 MB.
Jul 17 01:04:13.253: vmx| DISKLIB-LIB   : Opened "/media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmdk" (flags 0xa).
Jul 17 01:04:13.253: vmx| DiskGetGeometry: Reading of disk partition table
Jul 17 01:04:13.254: vmx| DISK: OPEN '/media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmdk' Geo (207/16/63) BIOS Geo (0/0/0) freeSpace=23072 MB, ide
Jul 17 01:04:13.255: vmx| MX: init lock: rank(timeTracker)=65532
Jul 17 01:04:13.255: vmx| MX: init lock: rank(timeTrackerCallback)=99
Jul 17 01:04:13.255: vmx| TimeTracker host to guest rate conversion 605863835770 @ 1995019000Hz -> 605863835770 @ 1995019000Hz
Jul 17 01:04:13.255: vmx| TimeTracker host to guest rate conversion ((x * 2147483648) >> 31) + 0
Jul 17 01:04:13.257: vmx| DISK: DELAY: vide.vtdelay=0 hard-disk.minVirtualTime=0 magicBoot1=0
Jul 17 01:04:13.257: vmx| MX: init lock: rank(mksLock)=130
Jul 17 01:04:13.258: vmx| MX: init lock: rank(mksRolePseudoCallLock)=129
Jul 17 01:04:13.258: vmx| MX: init condvar: mksRolePseudoCallCondVar
Jul 17 01:04:13.287: vmx| XINFO X fd is 127
Jul 17 01:04:13.287: vmx| XINFO depth 24 bpp 32 class 4
Jul 17 01:04:13.300: vmx| WORKER: Creating new group with numThreads=1 (5)
Jul 17 01:04:13.300: vmx| MX: init lock: rank(MKSScreenShotMgrLock)=65534
Jul 17 01:04:13.301: vmx| MKS REMOTE Loading VNC Configuration from VM config file
Jul 17 01:04:13.302: vmx| VLANCE: send cluster threshold is 80, size = 2 recalcInterval is 2 ticks
Jul 17 01:04:13.302: vmx| VMXNET: send cluster threshold is 80, size = 2 recalcInterval is 2 ticks, dontClusterSize is 128
Jul 17 01:04:13.302: vmx| NetPkt: checksum cycles/kB: C=614 asm1=706 asm2=651
Jul 17 01:04:13.302: vmx| NetPkt: copy and sum cycles/kB: C=744 asm1=691 asm2=688
Jul 17 01:04:13.302: vmx| Chipset version: 0
Jul 17 01:04:13.302: vmx| BusMem: Allocing region FlashRam (slot 3) flags 0x10 numPages 128
Jul 17 01:04:13.302: vmx| BusMem: Alloc'ing frames for region FlashRam (slot 3) with 1 pages, size 4096 and 1 frame mapping entries 
Jul 17 01:04:13.304: vmx| MX: init lock: rank(VIDELock)=111
Jul 17 01:04:13.304: vmx| DISKUTIL: ide0:0 : capacity=208896
Jul 17 01:04:13.304: vmx| DISKUTIL: ide0:0 : capacity=208896
Jul 17 01:04:13.304: vmx| DISKUTIL: ide0:0 : geometry=207/16/63
Jul 17 01:04:13.304: vmx| DISKUTIL: ide1:0 : capacity=0
Jul 17 01:04:13.304: vmx| DISKUTIL: ide1:0 : geometry=0/0/0
Jul 17 01:04:13.304: vmx| MX: init lock: rank(busLogicLock)=111
Jul 17 01:04:13.304: vmx| SCSI0: UNTAGGED commands will be converted to ORDER tags.
Jul 17 01:04:13.305: vmx| MX: init lock: rank(vgaLock)=60
Jul 17 01:04:13.305: vmx| MX: init lock: rank(svgaLock)=30
Jul 17 01:04:13.305: vmx| MX: init lock: rank(svgaIrqMutex)=65530
Jul 17 01:04:13.305: vmx| MX: init lock: rank(svgaPseudoCallLock)=101
Jul 17 01:04:13.305: vmx| MX: init condvar: svgaPseudoCallCondVar
Jul 17 01:04:13.305: vmx| MX: init lock: rank(SVGAGuestMemLock)=65534
Jul 17 01:04:13.306: vmx| MX: init lock: rank(VMCIDgTableVMX)=65534
Jul 17 01:04:13.306: vmx| MX: init lock: rank(timer)=30
Jul 17 01:04:13.306: vmx| MStat: Creating Stat vm.heartbeat
Jul 17 01:04:13.307: vmx| DISKUTIL: ide0:0 : toolsVersion = 0
Jul 17 01:04:13.307: vmx| DISKUTIL: Offline toolsVersion = 0
Jul 17 01:04:13.307: vmx| TOOLS INSTALL initializing state to IDLE on power on.
Jul 17 01:04:13.307: vmx| MX: init lock: rank(vmxPseudoCallLock)=129
Jul 17 01:04:13.307: vmx| MX: init condvar: vmxPseudoCallCondVar
Jul 17 01:04:13.312: vmx| MX: init lock: rank(InputEventLock)=65534
Jul 17 01:04:13.313: vmx| MX: init lock: rank(paraTime)=65532
Jul 17 01:04:13.313: vmx| PTSC to VMI Wallclock (nsec) 605978359670 @ 1995019000Hz -> 1216253053000000000 @ 1000000000Hz
Jul 17 01:04:13.313: vmx| PTSC to VMI Wallclock (nsec) ((x * 2152845309) >> 32) + 1216252749254341637
Jul 17 01:04:13.313: vmx| PTSC to ParaTime RealCycles 0 @ 1995019000Hz -> 0 @ 1995019000Hz
Jul 17 01:04:13.313: vmx| PTSC to ParaTime RealCycles ((x * 1) >> 0) + 0
Jul 17 01:04:13.313: vmx| ParaTime RealCycles to PTSC 0 @ 1995019000Hz -> 0 @ 1995019000Hz
Jul 17 01:04:13.313: vmx| ParaTime RealCycles to PTSC ((x * 1) >> 0) + 0
Jul 17 01:04:13.313: vmx| CPT: Restoring checkpoint /media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmss
Jul 17 01:04:13.313: vmx| DUMPER: restoring checkpoint version 8
Jul 17 01:04:13.317: vmx| DUMPER: Item guestCpuid400:eax [0, -1] not found
Jul 17 01:04:13.317: vmx| DUMPER: Item guestCpuid410:eax [0, -1] not found
Jul 17 01:04:13.317: vmx| DUMPER: Item guestCpuid8A:eax [0, -1] not found
Jul 17 01:04:13.317: vmx| DUMPER: Item migrateCpuid400:eax [0, -1] not found
Jul 17 01:04:13.317: vmx| DUMPER: Item migrateCpuid410:eax [0, -1] not found
Jul 17 01:04:13.317: vmx| DUMPER: Item migrateCpuid80:eax [0, -1] not found
Jul 17 01:04:13.317: vmx| DUMPER: Item migrateCpuid88:eax [0, -1] not found
Jul 17 01:04:13.317: vmx| DUMPER: Item reservedCpuid400:ea [0, -1] not found
Jul 17 01:04:13.317: vmx| DUMPER: Item reservedCpuid410:ea [0, -1] not found
Jul 17 01:04:13.318: vmx| DUMPER: Item reservedCpuid80:eax [0, -1] not found
Jul 17 01:04:13.318: vmx| DUMPER: Item reservedCpuid88:eax [0, -1] not found
Jul 17 01:04:13.318: vmx| DUMPER: Item hostCpuid400:eax [0, -1] not found
Jul 17 01:04:13.318: vmx| DUMPER: Item hostCpuid410:eax [0, -1] not found
Jul 17 01:04:13.318: vmx| DUMPER: Item hostCpuid8A:eax [0, -1] not found
Jul 17 01:04:13.318: vmx| cptCPUID : vendor: GenuntelineI
